episode,step,mode,q1,q2,d1,d2,height,E,KE,U,E_tilde,ddq2_des,u_cont,action,M11,M12,C1,C2,G1,G2,terminated
0,31,swing,-0.6059724750602047,1.3828443263164587,2.2107911109924316,-2.584324359893799,-1.535058620664541,-10.601960423221367,1.5329643623954146,-12.134924785616782,-30.20196042322137,-20.0,-1.0,0,3.1868473561132133,1.0934236780566067,2.3322258927840633,2.4007608281230324,4.937401069228905,-3.4351554793067582,0
0,32,swing,-0.08574034613080236,0.6631466919280179,2.923752546310425,-4.543752670288086,-1.8342077672205952,-10.696672304799554,4.8802112347036815,-15.576883539503235,-30.296672304799557,-20.0,-1.0,0,3.7880590337141946,1.3940295168570973,1.8233842440136776,2.6311742606779207,-1.4158383544161006,-2.67467774523226,0
0,33,swing,0.5123602806729343,-0.33536368180634374,2.8738973140716553,-5.043478965759277,-1.85596679466486,-10.757401798693692,7.994216428836196,-18.75161822752989,-30.357401798693694,-20.0,-1.0,0,3.9442906798137516,1.4721453399068758,-0.5845371140541191,-1.3591175608220831,-8.069228441745896,-0.8627620764151883,0
0,34,swing,0.9960715682698141,-1.214025921575622,1.880314588546753,-3.6161868572235107,-1.5199456173820292,-9.966889026740423,7.66892872262658,-17.635817749367003,-29.566889026740427,-20.0,-1.0,0,3.3492498338741323,1.1746249169370662,-0.2447195431342113,-1.6564730171917117,-11.278785911141531,1.0595408497164809,0
0,35,swing,1.2521547858397322,-1.7840493454816273,0.6694276928901672,-2.117445945739746,-1.175124532882441,-8.302814719889389,4.472235942966819,-12.775050662856207,-27.902814719889392,-20.0,-1.0,0,2.788359655897335,0.8941798279486675,0.8056390877938602,-0.2189910729238759,-11.474910802955993,2.4851186548195257,0
0,36,swing,1.2627911922212365,-2.0692612895511915,-0.5571869611740112,-0.7354793548583984,-0.9952090486310088,-7.229134625489826,1.5990879641809836,-8.82822258967081,-26.82913462548983,-20.0,-1.0,0,2.5219221476281963,0.7609610738140983,0.5974881441427199,-0.13634003842519135,-10.471162172040534,3.53705914294955,0
0,37,swing,1.0223012395287612,-2.0287318154773435,-1.8127751350402832,1.1665756702423096,-1.056283691275367,-6.87369422560876,0.9737809960243337,-7.847475221633093,-26.47369422560876,20.0,1.0,2,2.5579027483416508,0.7789513741708255,-1.286510949063991,-1.4737859109315898,-8.403511993183807,4.140147286002831,0
0,38,swing,0.5575237063149517,-1.5880659325429614,-2.777686595916748,3.279153823852539,-1.3629218043156592,-7.049544941786783,3.2360010382044684,-10.285545979991252,-26.649544941786786,20.0,1.0,2,2.9827312526516065,0.9913656263258033,-3.7314802160746785,-3.8571961573755336,-3.5754395727119963,4.202132255999228,0
0,39,swing,-0.06555644299959015,-0.7089124273558363,-3.384352445602417,5.438436985015869,-1.7126445190744408,-7.140977617278909,7.853304496876324,-14.994282114155233,-26.74097761727891,20.0,1.0,2,3.7590703439280855,1.3795351719640427,-2.354886350204902,-3.72827472100843,4.389738580916527,3.426748979752269,0
0,40,swing,-0.7363286029173607,0.45759657838074885,-3.1057066917419434,5.729561805725098,-1.7023442327031164,-7.2458662158829785,10.925040996952957,-18.170907212835935,-26.845866215882978,20.0,1.0,2,3.897116902982921,1.4485584514914605,0.6098510270949502,2.1306393385680296,11.220281258230315,1.3481704768927107,0
0,41,swing,-1.2375381479317076,1.4374175164755423,-1.8458685874938965,4.005008697509766,-1.3072142146144938,-6.170237477090081,9.43245298096635,-15.602690458056431,-25.770237477090085,20.0,1.0,2,3.132983695829494,1.066491847914747,-0.6217558039461846,1.6884842929068709,12.918328144507086,-0.9729004022079145,0
0,42,swing,-1.4699962556377666,2.0814793018460027,-0.4785461127758026,2.485050678253174,-0.9194269866083387,-4.137990369825971,5.473171327494132,-9.611161697320103,-23.737990369825972,20.0,1.0,2,2.511226804295055,0.7556134021475275,-1.6562957146625448,0.09989383093358636,11.812378615778016,-2.8130037871957194,0
0,43,swing,-1.4312780720043472,2.438927641293477,0.8531666994094849,1.0840239524841309,-0.6729157366357952,-3.0146630389383855,2.4766978911276647,-5.49136093006605,-22.61466303893839,20.0,1.0,2,2.236877374805354,0.618438687402677,-0.9773987023933026,0.23520191094993922,10.413822567694316,-4.143339083642777,0
0,44,swing,-1.1251184462768011,2.4674850741097574,2.1691269874572754,-0.819313108921051,-0.6575179372712628,-2.6865114796527587,1.9736230831082624,-4.660134562761021,-22.28651147965276,-20.0,-1.0,0,2.21873568863636,0.60936784431818,0.8998205015347245,1.468466241382278,8.491370667685398,-4.772713619950406,0
0,45,swing,-0.5885223328064272,2.1013986900681663,3.109487771987915,-2.868140935897827,-0.8896494787765159,-2.9739485657216305,4.4723718335713025,-7.446320399292933,-22.573948565721633,-20.0,-1.0,0,2.4939470272496256,0.7469735136248128,4.144611202550344,4.169730849771556,3.2686654374810677,-4.89178322643527,0
0,46,swing,0.07943136512934303,1.312401080749544,3.496333122253418,-5.016349792480469,-1.1748570857106244,-3.002398128248174,9.508150820674802,-12.510548948922976,-22.602398128248176,-20.0,-1.0,0,3.255529403397253,1.1277647016986265,4.792383029179389,5.90925637087187,-5.988154050600179,-4.821740437006,0
0,47,swing,0.7830468727650028,0.13693568858142174,3.4042162895202637,-6.399263381958008,-1.31460146933476,-2.825333099604334,12.70056709715363,-15.525900196757965,-22.425333099604337,-20.0,-1.0,0,3.9906389500403483,1.4953194750201741,0.17871518366756023,0.7909751247635436,-14.2683967241303,-3.8983961706150048,0
0,48,swing,1.342951282815013,-1.0126273737863225,2.061222791671753,-4.829591274261475,-1.1718161209944453,-2.36379841794421,11.023669679707428,-13.387468097651638,-21.96379841794421,-20.0,0.45098811725813803,1,3.5296339444032556,1.2648169722016278,1.4484417169838846,-1.8019038740555708,-15.909396877157988,-1.5893122709316807,0
0,49,swing,1.6025239202780752,-1.8194029093952129,0.5256660580635071,-3.281421184539795,-0.9448515215848552,-1.386044704845875,6.569466406063889,-7.9555111109097645,-20.986044704845877,-20.0,-1.0,0,2.7539463799169788,0.8769731899584895,3.5464413865615194,-0.13391476751686018,-13.638206200063589,1.0543956151933056,0
0,50,swing,1.5540512622513751,-2.3326865642621795,-0.9966691732406616,-1.837479829788208,-0.7286169217304557,-0.06725874956321665,4.2516354532839795,-4.318894202847196,-19.667258749563217,-20.0,-1.0,0,2.3097096742772085,0.6548548371386043,2.546491101012724,-0.359360297933347,-11.25662707540864,3.4413120534259787,0
0,51,swing,1.202864157483719,-2.5017569169016025,-2.4658801555633545,0.17432208359241486,-0.6282523202802738,0.30029821799327827,4.034615098167194,-3.7343168801739157,-19.29970178200672,20.0,1.0,2,2.1978061556364015,0.5989030778182007,-0.24758037859314055,-1.8152422353927913,-8.996193830428247,4.719980905406815,0
0,52,swing,0.5968066717679811,-2.2536089797088077,-3.487114906311035,2.323167562484741,-0.7412345035822474,-0.1636639438385492,6.439702723729201,-6.60336666756775,-19.76366394383855,20.0,1.0,2,2.3690224238863062,0.6845112119431531,-4.191341671756323,-4.716859005094523,-3.3795708141225917,4.88188844789384,0
0,53,swing,-0.13773821279326112,-1.5734694073849231,-3.7408180236816406,4.446142196655273,-0.8505787078440387,-0.18112162814536958,11.556845465750918,-11.737967093896287,-19.78112162814537,20.0,1.0,2,2.9973269225933263,0.9986634612966631,-6.748094539806598,-6.996834745625282,6.870132340340069,4.8517767445745985,0
0,54,swing,-0.8672910543992879,-0.5115496048536581,-3.4785940647125244,5.960119724273682,-0.8376737106302627,0.3709663719080005,14.245987023964993,-13.875020652056993,-19.229033628092,20.0,1.0,2,3.871986978267627,1.4359934891338135,-1.4545492443138048,-2.961801807748666,16.019917979393135,4.810001759967393,0
0,55,swing,-1.4469969492751529,0.5878988693018861,-2.1891696453094482,4.723893165588379,-0.7766041050785243,0.9718402784783322,11.416009561994901,-10.444169283516569,-18.62815972152167,20.0,-1.0,0,3.8321078312674146,1.4160539156337073,-0.45266464333744416,1.328983456386357,18.298039259317797,3.7105436607638067,0
0,56,swing,-1.7225226505100735,1.3476944027629718,-0.5632363557815552,2.9164514541625977,-0.7794256684103431,0.6807199439200486,5.696217270890568,-5.015497326970519,-18.919280056079952,20.0,-0.93740336511972,0,3.2212557280825918,1.1106278640412959,-2.5455015685693647,0.15468638976727841,16.325073167616353,1.7939522638302083,0
0,57,swing,-1.6889865461037707,1.8136554563295038,0.912459135055542,1.703468918800354,-0.8743236450517535,0.6014516025641172,2.93941786826404,-2.3379662656999227,-18.998548397435883,20.0,1.0,2,2.759521167828475,0.8797605839142374,-2.91705807014419,0.40407452513111225,13.988151363432278,-0.6092964782749337,0
0,58,swing,-1.3432677490187062,1.9560428006192319,2.512789487838745,-0.3637186884880066,-1.0436256160903377,0.8385022550853822,3.967118701867858,-3.128616446782476,-18.76149774491462,-20.0,-1.0,0,2.624212443108209,0.8121062215541044,0.78566385587277,2.925661770702768,11.502949586324398,-2.8181851029351632,0
0,59,swing,-0.7082508800734497,1.6312222758286798,3.7490270137786865,-2.9657719135284424,-1.3629542891693034,0.2843504107967334,7.608706721671293,-7.32435631087456,-19.315649589203268,-20.0,-1.0,0,2.939610816417617,0.9698054082088086,6.708591314202324,7.014775753642255,5.655191378871961,-3.9072513592021236,0
0,60,swing,0.11525731899457214,0.7560207867803372,4.381232261657715,-5.681955337524414,-1.6372143525222826,0.15169872768316495,14.27328308219007,-14.121584354506904,-19.448301272316836,-20.0,-1.0,0,3.7275716302589945,1.3637858151294973,6.003914869718601,6.584256722565944,-5.439780966242826,-3.749247098338189,0
0,61,swing,0.9730028723361434,-0.4718628162531667,3.961224317550659,-5.98583984375,-1.4398553793724047,0.21067520445090082,17.968004736067222,-17.75732953161632,-19.3893247955491,-20.0,-1.0,0,3.890723097841854,1.445361548920927,-2.6346027962323593,-3.5662109536256272,-14.50480488484948,-2.3540860288042778,0
0,62,swing,1.6350569262265613,-1.4812024073181016,2.6343467235565186,-4.1056389808654785,-0.9239713400101784,1.5981250042019575,14.16905196793634,-12.570926963734383,-18.001874995798044,-20.0,-1.0,0,3.0894741047916687,1.0447370523958344,-2.3779648056104765,-3.4559741122291654,-15.420575595575086,-0.7509164236710487,0
0,63,swing,2.035033353474435,-2.164869710650544,1.3885515928268433,-2.8402791023254395,-0.5438423851511638,3.9505980206279894,7.848737042961843,-3.8981390223338535,-15.649401979372012,-20.0,-1.0,0,2.4402588617916776,0.7201294308958388,0.0743469046041918,-0.7988667819333569,-12.509790362112383,0.6344122065920387,0
0,64,swing,2.198642661580453,-2.6417117100583023,0.2671799063682556,-1.947685956954956,-0.3160370032103478,5.269025853838431,3.545994593034016,1.7230312608044152,-14.33097414616157,-20.0,-1.0,0,2.122360365617845,0.5611801828089223,0.6597172425749294,-0.017108191229155762,-9.795928984362344,2.1006994891001276,0
0,65,swing,2.1477018660319813,-2.939812420320528,-0.7707201242446899,-1.0062788724899292,-0.15691159378006936,5.88843414625198,1.6804643739940517,4.207969772257928,-13.711565853748022,-14.51597753005781,-1.0,0,2.0202886527522397,0.5101443263761198,0.2569019768019884,-0.059523840328558814,-8.832868624191965,3.488002245464638,0
0,66,swing,1.8757444571109703,-2.9905966602631575,-1.9664918184280396,0.5389890670776367,-0.1400664882268881,6.078356906585297,1.5019811371305203,4.576375769454777,-13.521643093414704,20.0,1.0,2,2.0113782518537904,0.5056891259268952,-0.13758622883875227,-0.2908493889146411,-9.622335119152389,4.399444033578482,0
0,67,swing,1.3544207089359686,-2.7053240248460866,-3.2384419441223145,2.377995014190674,-0.4328163836187069,5.754418700117504,3.4983562415885716,2.256062458528932,-13.845581299882497,20.0,1.0,2,2.0936653006721215,0.5468326503360608,-2.0593778181005455,-2.2158031644940523,-9.575213304712918,4.782011880503359,0
0,68,swing,0.6025392842504265,-2.0037622961658057,-4.188525676727295,4.754679203033447,-0.992660967168811,5.370162731629462,9.594936498835771,-4.22477376720631,-14.22983726837054,20.0,1.0,2,2.5804350705502936,0.7902175352751468,-7.816975385181388,-7.962451900968469,-3.5013066259540446,4.829718637424405,0
0,69,swing,-0.29008749749688884,-0.7600318486336995,-4.6893534660339355,7.643416881561279,-1.4556863724835745,5.263229018505921,18.20147960251169,-12.938250584005768,-14.33677098149408,20.0,1.0,2,3.724814069166542,1.362407034583271,-4.568923478521874,-7.574957481809568,8.455394951592769,4.250664752718262,0
0,70,swing,-1.1860653754782213,0.8149772568543463,-3.9641380310058594,7.316548824310303,-1.3072430825184036,4.809576381076862,21.332984353305584,-16.52340797222872,-14.790423618923139,20.0,1.0,2,3.685884944048638,1.342942472024319,1.6285175394065483,5.717759490018665,15.402307341578243,1.776885532138217,0
0,71,swing,-1.8168224899716272,2.0426608756300366,-2.3732385635375977,5.120355606079102,-0.7310549992238962,6.692686304090916,16.776213147175717,-10.083526843084801,-12.907313695909085,20.0,1.0,2,2.5454521302098967,0.7727260651049483,-0.8525952829381005,2.508390389532729,13.160126972990176,-1.09722533142547,0
0,72,swing,-2.1563198032620154,2.9312424874221263,-1.0884279012680054,3.858491897583008,-0.16183939574794293,9.691951611510108,10.887314289869341,-1.1953626783592326,-9.908048388489894,20.0,1.0,2,2.022042140839889,0.5110210704199444,-0.6774153312393446,0.12368149908086484,8.822978649593244,-3.4283381022457786,0
0,73,swing,-2.2816833964898726,-2.684253683748844,-0.2294696867465973,2.8225009441375732,0.4016660415304031,11.118398513910947,6.495581347050874,4.622817166860072,-8.481601486089055,20.0,1.0,2,2.102769317075515,0.5513846585377575,1.4728646045045224,-0.011625521803297468,6.396075626065551,-4.743339702830804,0
0,74,swing,-2.2459789566740023,-2.2683679653021773,0.5967816710472107,1.3165348768234253,0.8217899248247905,12.044222617044422,3.681497917309959,8.362724699734464,-7.555777382955579,-8.202537065688475,-1.0,0,2.35764152370795,0.678820761853975,1.2663420694231167,-0.1364768226656757,6.670491312223957,-4.804223041697735,0
0,75,lqr,-2.030032192205798,-2.163394629947081,1.6055545806884766,-0.26501527428627014,0.9392424841290147,11.97196717951042,1.819805657996292,10.152161521514127,-7.628032820489581,0.0,-1.0,0,2.4414818217762164,0.7207409108881083,-0.3238171467884745,-1.069134887158992,8.922116101946688,-4.254838536358451,0
0,76,lqr,-1.5858329830934133,-2.3644749654079784,2.8748722076416016,-1.6924241781234741,0.7054644487879853,11.821544714879144,2.8752764700484854,8.946268244830659,-7.778455285120858,0.0,-1.0,0,2.2870623472467653,0.6435311736233825,-2.407561591751618,-2.8977838450798425,11.153674392385485,-3.5446637963364065,0
0,77,lqr,-0.8746073759100839,-2.811573208642715,4.196593761444092,-2.702871561050415,0.2140426773985039,11.3563358732565,7.752206395419543,3.6041294778369575,-8.243664126743502,0.0,-1.0,0,2.053963957650003,0.5269819788250014,-2.49206365332068,-2.853587552141246,8.740667244831922,-2.5385218076045843,0
0,78,swing,0.041693814504134404,2.854614449326761,4.758604049682617,-3.4636898040771484,-0.02906263361543393,10.525954430516236,15.761867326485932,-5.235912895969697,-9.074045569483765,-20.0,-1.0,0,2.0408964115661536,0.5204482057830768,2.967482430066931,3.2047964101291755,-1.8025993532629567,-1.189877839270994,0
0,79,swing,0.9348479496271888,2.0887494248916214,4.010157108306885,-4.1429829597473145,0.39910587115985763,10.593833282048907,20.52772338723107,-9.933890105182163,-9.006166717951094,-20.0,-1.0,0,2.5048972425621,0.7524486212810498,6.978355310353388,6.986019605874802,-12.403115196620101,-0.5768361526948781,0
0,80,swing,1.6212183875134594,1.237635168706295,2.864630699157715,-4.255345821380615,1.0106955670551854,12.357039584976476,16.222040255463817,-3.86500067048734,-7.242960415023525,-20.0,-1.0,0,3.327031993753732,1.163515996876866,2.9635712880475786,3.877440958386977,-16.048353896450323,-1.3670364616811093,1
0,81,lqr,2.093556144020001,0.4215620110423762,1.889765977859497,-3.8609981536865234,1.3093727780331226,13.968059472396067,8.521724352845455,5.4463351195506124,-5.631940527603934,0.0,-1.0,0,3.9124509003281798,1.4562254501640899,-0.06435288709967635,0.7306460578382956,-15.609568060644612,-2.8728327619078735,1
0,82,lqr,2.387534243221238,-0.3086078086175545,1.0699505805969238,-3.479386329650879,1.215460937192112,15.123381984780035,3.8145773768039453,11.30880460797609,-4.476618015219966,0.0,-1.0,0,3.9527573468485073,1.4763786734242537,0.707785801743192,-0.17385561509398054,-14.344572209773673,-4.280913518793418,1
0,83,lqr,2.522295932963716,-0.9853997949849262,0.2527158558368683,-3.2993876934051514,0.7803931893556755,15.91853131644333,2.819391210864458,13.099140105578872,-3.6814686835566715,0.0,-1.0,0,3.552529932270757,1.2762649661353784,3.8417128471659847,-0.02661564360599227,-13.42998537831972,-4.897184673770921,0
0,84,lqr,2.4669222804829185,-1.6154249968434424,-0.8829611539840698,-2.919689893722534,0.12205536502452663,16.296199973313918,4.492261868552277,11.80393810476164,-3.3038000266860834,0.0,-1.0,0,2.9553861430985204,0.9776930715492603,6.833456483737455,-0.3894220681168114,-12.868319077988108,-3.686111948568329,0
0,85,swing,2.125223757834937,-2.059216538045043,-2.5736522674560547,-1.3701783418655396,-0.47136572706948743,16.18581793147898,7.93480030443077,8.251017627048208,-3.414182068521022,20.0,1.0,2,2.5307685980507393,0.7653842990253696,3.9429812595963707,-2.9246065716806897,-12.821170143731356,-0.3232005626705927,0
0,86,swing,1.4336762183824632,-2.093113793312972,-4.3061604499816895,1.2279220819473267,-0.9270277640208663,14.86880765873503,12.019225166389674,2.8495824923453554,-4.731192341264972,20.0,1.0,2,2.5011100563481294,0.7505550281740647,-3.9292294453517562,-8.035295489439132,-11.559927274702716,3.002094973591007,0
0,87,swing,0.4426788563124822,-1.4955295655279133,-5.466139316558838,4.878040313720703,-1.3987036456834048,14.092297450510284,19.974303581168073,-5.882006130657788,-5.507702549489718,20.0,1.0,2,3.0751957159560708,1.0375978579780354,-14.72460255310308,-14.8970431706501,-2.0396091786867387,4.257306834406533,0
0,88,swing,-0.6991651715843986,-0.1634753404857535,-5.75039529800415,7.86298942565918,-1.415813835489157,14.463472227218402,30.17247248945178,-15.70900026223338,-5.1365277727816,20.0,1.0,2,3.9866676376212653,1.4933338188106327,-2.3276239524046494,-2.690800925102832,13.182467748163305,3.721857170956034,0
